,R_s,R_b,slope,intercept
46,210.0,310.0,0.17977417506572044,-0.6177996035451182
47,210.0,360.0,0.17359280252006307,-0.6440541790607769
48,210.0,410.0,0.1866556132870928,-0.6581400366355302
49,210.0,460.0,0.1888917054277318,-0.7573786553798273
50,260.0,10.0,0.16234493659088547,-0.6505678415479887
51,260.0,60.0,0.18729196677377838,-0.6443973062150035
52,260.0,110.0,0.18162731456030629,-0.5678604629889732
53,260.0,160.0,0.19203537062996487,-0.6844047991888269
54,260.0,210.0,0.17996926353265952,-0.7149894513705898
55,260.0,260.0,0.1802888409464295,-0.6992851462056361
56,260.0,310.0,0.1670739184716545,-0.6185638435197416
57,260.0,360.0,0.18834393722123643,-0.6950366918298982
58,260.0,410.0,0.17840434274304415,-0.6090770863408534
59,260.0,460.0,0.1953282867694381,-0.631887851637873
60,310.0,10.0,0.17519272078249237,-0.558137686923989
61,310.0,60.0,0.17952528165407572,-0.7189647638254499
62,310.0,110.0,0.17717247609973588,-0.7481956212782457
63,310.0,160.0,0.18929733078325822,-0.7024068129270041
64,310.0,210.0,0.18683148123153392,-0.7283357468594288
65,310.0,260.0,0.1682784651693231,-0.641427682617519
66,310.0,310.0,0.1559306379134471,-0.603026748774465
67,310.0,360.0,0.1761564155207804,-0.6308671049347493
68,310.0,410.0,0.18737640614113546,-0.6316975232549005
69,310.0,460.0,0.1853500589965842,-0.79294517727271
70,360.0,10.0,0.17797009943582928,-0.6590634630825173
71,360.0,60.0,0.17213962615359202,-0.6587766761783433
72,360.0,110.0,0.1855640319612045,-0.617879295908733
73,360.0,160.0,0.1756497852605912,-0.619053705404348
74,360.0,210.0,0.19501196092525172,-0.6612243828089833
75,360.0,260.0,0.18755650183027112,-0.6996824565385397
76,360.0,310.0,0.17668128077151185,-0.6280502475642997
77,360.0,360.0,0.178414885304393,-0.6640098554215785
78,360.0,410.0,0.17305434770739708,-0.6424956578492768
79,360.0,460.0,0.16521967532715975,-0.6635822646606907
80,410.0,10.0,0.16755354040958295,-0.6242058138358566
81,410.0,60.0,0.18883178414551322,-0.616436297046751
82,410.0,110.0,0.17958153351557865,-0.6176671510629069
83,410.0,160.0,0.17858574219383605,-0.6747189803705824
84,410.0,210.0,0.17767626964489922,-0.6643869927154998
85,410.0,260.0,0.18805524260139422,-0.6424522573378755
86,410.0,310.0,0.1862294258489505,-0.6475275613303799
87,410.0,360.0,0.19088479911810424,-0.5810364921573254
88,410.0,410.0,0.18751037767352227,-0.6637352405066247
89,410.0,460.0,0.17705845237472703,-0.6738010905031397
90,460.0,10.0,0.18218842510077038,-0.6100728897666015
91,460.0,60.0,0.18298387251007753,-0.5259004498089777
92,460.0,110.0,0.176310212172275,-0.6463149484721373
93,460.0,160.0,0.18980624261793191,-0.6643157227345375
94,460.0,210.0,0.18735777674076382,-0.6073669804116374
95,460.0,260.0,0.1664713493666696,-0.6122238962170726
96,460.0,310.0,0.1845172014339909,-0.6583000254005733
97,460.0,360.0,0.19885466226606333,-0.6736861088720884
98,460.0,410.0,0.17248546569389533,-0.6719114376905723
99,460.0,460.0,0.1855276426005667,-0.6385929285823084
