170,430,1,1,1,1
170,430,1,1,1,1
170,430,1,1,1,1
170,430,1,1,1,1
170,430,1,1,1,1
170,430,1,1,1,1
170,430,1,1,1,1
170,430,1,0.9989,1,1
170,430,1,0.9989,1,1
170,430,1,0.99781,1,1
170,430,1,0.99781,1,1
170,430,1,0.99781,1,1
170,430,1,0.99781,1,1
170,430,1,0.99781,1,1
170,430,1,0.99781,1,1
170,430,1,0.99671,1,1
170,430,1,0.99671,1,1
170,430,1,0.99342,1,1
170,430,1,0.99232,1,1
170,430,1,0.99123,1,1
170,430,1,0.99013,1,1
170,430,1,0.98904,1,1
170,430,1,0.98794,1,1
170,430,1,0.98575,1,1
170,430,1,0.98355,1,1
170,430,1,0.98246,1,1
170,430,0.99882,0.98136,1,1
170,430,0.99882,0.97697,1,1
170,430,0.99645,0.97588,1,1
170,430,0.99645,0.97588,1,1
170,430,0.99526,0.97478,1,1
170,430,0.99289,0.97259,1,1
170,430,0.98697,0.96711,1,1
170,430,0.9846,0.96162,1,1
170,430,0.98104,0.95614,1,1
170,430,0.97986,0.95285,1,1
170,430,0.97512,0.94956,1,1
170,430,0.96209,0.94627,1,1
170,430,0.95498,0.94079,1,1
170,430,0.94194,0.93092,1,1
170,430,0.93483,0.91338,1,1
170,430,0.92417,0.90132,1,1
170,430,0.9064,0.88048,1,0.999
170,430,0.88744,0.86404,1,0.999
170,430,0.86967,0.83772,1,0.999
170,430,0.84005,0.8136,1,0.999
170,430,0.81754,0.79057,0.999,0.999
170,430,0.79028,0.76316,0.996,0.999
170,430,0.75711,0.74452,0.994,0.999
170,430,0.71919,0.71162,0.991,0.999
170,430,0.69431,0.67873,0.981,0.999
170,430,0.65284,0.64912,0.971,0.999
170,430,0.61019,0.61623,0.945,0.999
170,430,0.57227,0.57346,0.92,0.997
170,430,0.52488,0.54605,0.894,0.997
170,430,0.47867,0.51096,0.849,0.997
170,430,0.43839,0.49123,0.801,0.995
170,430,0.3981,0.4682,0.744,0.991
170,430,0.36493,0.42763,0.684,0.987
170,430,0.33057,0.40132,0.622,0.979
170,430,0.29621,0.36404,0.579,0.972
170,430,0.2737,0.33333,0.527,0.963
170,430,0.23815,0.31469,0.462,0.955
170,430,0.21682,0.29825,0.404,0.948
170,430,0.19076,0.27412,0.355,0.93
170,430,0.16825,0.2511,0.318,0.921
170,430,0.15047,0.23136,0.287,0.897
170,430,0.1327,0.20395,0.254,0.88
170,430,0.11493,0.1875,0.215,0.858
170,430,0.099526,0.17105,0.191,0.826
170,430,0.088863,0.16228,0.166,0.812
170,430,0.075829,0.15132,0.146,0.79
170,430,0.06872,0.13816,0.133,0.76
170,430,0.061611,0.11952,0.121,0.727
170,430,0.053318,0.10197,0.108,0.684
170,430,0.050948,0.089912,0.098,0.648
170,430,0.045024,0.08114,0.091,0.611
170,430,0.041469,0.077851,0.078,0.573
170,430,0.0391,0.067982,0.069,0.538
170,430,0.03436,0.057018,0.064,0.499
170,430,0.029621,0.054825,0.055,0.458
170,430,0.023697,0.052632,0.051,0.422
170,430,0.017773,0.042763,0.045,0.394
170,430,0.016588,0.038377,0.038,0.353
170,430,0.016588,0.033991,0.031,0.322
170,430,0.013033,0.031798,0.027,0.29
170,430,0.013033,0.025219,0.024,0.273
170,430,0.011848,0.024123,0.019,0.246
170,430,0.010664,0.020833,0.012,0.215
170,430,0.0094787,0.016447,0.011,0.192
170,430,0.0094787,0.014254,0.011,0.173
170,430,0.0094787,0.012061,0.008,0.156
170,430,0.0082938,0.010965,0.006,0.139
170,430,0.0082938,0.010965,0.006,0.126
170,430,0.0059242,0.010965,0.005,0.114
170,430,0.0059242,0.0076754,0.005,0.1
170,430,0.0059242,0.0065789,0.005,0.086
170,430,0.0059242,0.0065789,0.003,0.076
170,430,0.0035545,0.0054825,0.003,0.069
170,430,0.0023697,0.004386,0.003,0.059
170,430,0,0.002193,0.003,0.05
170,430,0,0.002193,0.003,0.044
170,430,0,0.002193,0.003,0.042
170,430,0,0.002193,0.003,0.039
170,430,0,0.002193,0.003,0.038
170,430,0,0.002193,0.002,0.035
170,430,0,0.002193,0.001,0.032
170,430,0,0.002193,0.001,0.03
170,430,0,0.0010965,0.001,0.027
170,430,0,0.0010965,0.001,0.026
170,430,0,0.0010965,0.001,0.024
170,430,0,0.0010965,0,0.023
170,430,0,0.0010965,0,0.021
170,430,0,0.0010965,0,0.019
170,430,0,0.0010965,0,0.017
170,430,0,0.0010965,0,0.016
170,430,0,0.0010965,0,0.012
170,430,0,0.0010965,0,0.011
170,430,0,0.0010965,0,0.011
170,430,0,0.0010965,0,0.007
170,430,0,0.0010965,0,0.007
