310,60,1,1,1,1
310,60,1,1,1,1
310,60,1,1,1,1
310,60,1,1,1,1
310,60,1,1,1,1
310,60,1,1,1,1
310,60,1,0.99862,1,1
310,60,1,0.99862,1,1
310,60,1,0.99725,1,1
310,60,1,0.99725,1,1
310,60,1,0.99725,1,1
310,60,1,0.99587,1,1
310,60,1,0.99587,1,1
310,60,1,0.99587,1,1
310,60,1,0.99587,1,1
310,60,0.99868,0.99587,1,1
310,60,0.99736,0.99449,1,1
310,60,0.99736,0.99311,1,1
310,60,0.99736,0.99311,1,1
310,60,0.99736,0.99174,1,1
310,60,0.99736,0.99174,1,1
310,60,0.99736,0.98898,1,1
310,60,0.99604,0.98623,1,1
310,60,0.99604,0.98485,1,1
310,60,0.99604,0.98347,1,1
310,60,0.99604,0.98209,1,1
310,60,0.99604,0.98072,1,1
310,60,0.99604,0.97796,1,1
310,60,0.99472,0.97796,1,1
310,60,0.99339,0.97383,1,1
310,60,0.99207,0.97383,1,1
310,60,0.99075,0.97245,1,1
310,60,0.98943,0.97107,1,1
310,60,0.98943,0.96694,1,1
310,60,0.98547,0.96419,1,1
310,60,0.98283,0.95868,1,1
310,60,0.98151,0.95868,1,1
310,60,0.97622,0.9573,1,1
310,60,0.97094,0.94904,1,1
310,60,0.96433,0.93526,1,1
310,60,0.96169,0.927,1,1
310,60,0.95509,0.92424,1,1
310,60,0.93923,0.91598,1,1
310,60,0.93395,0.90358,1,1
310,60,0.91942,0.88154,1,1
310,60,0.90621,0.86364,1,1
310,60,0.8745,0.84435,1,1
310,60,0.84808,0.83333,1,1
310,60,0.82827,0.80579,1,1
310,60,0.80053,0.77686,0.994,1
310,60,0.7675,0.7438,0.991,1
310,60,0.73448,0.70248,0.982,1
310,60,0.68032,0.67355,0.968,1
310,60,0.63144,0.6405,0.943,1
310,60,0.58256,0.6157,0.912,1
310,60,0.53765,0.57576,0.888,1
310,60,0.50991,0.5303,0.841,0.996
310,60,0.46499,0.49174,0.798,0.992
310,60,0.42933,0.46281,0.74,0.988
310,60,0.40159,0.42011,0.672,0.98
310,60,0.3646,0.3843,0.611,0.972
310,60,0.33157,0.35813,0.558,0.962
310,60,0.29194,0.33058,0.5,0.951
310,60,0.2642,0.30992,0.463,0.934
310,60,0.22721,0.29614,0.412,0.909
310,60,0.20079,0.2562,0.386,0.887
310,60,0.17966,0.23829,0.343,0.865
310,60,0.1572,0.20523,0.308,0.846
310,60,0.13474,0.19146,0.271,0.828
310,60,0.12814,0.17218,0.239,0.797
310,60,0.11757,0.16116,0.217,0.773
310,60,0.10436,0.15014,0.197,0.739
310,60,0.097754,0.12397,0.174,0.717
310,60,0.085865,0.11157,0.154,0.688
310,60,0.081902,0.10055,0.138,0.665
310,60,0.076618,0.099174,0.123,0.643
310,60,0.068692,0.086777,0.115,0.606
310,60,0.060766,0.081267,0.103,0.57
310,60,0.05284,0.073003,0.092,0.537
310,60,0.044914,0.066116,0.078,0.496
310,60,0.038309,0.060606,0.068,0.465
310,60,0.036988,0.053719,0.063,0.426
310,60,0.034346,0.046832,0.051,0.397
310,60,0.033025,0.0427,0.042,0.356
310,60,0.030383,0.034435,0.036,0.329
310,60,0.027741,0.030303,0.03,0.294
310,60,0.02642,0.027548,0.023,0.261
310,60,0.025099,0.026171,0.018,0.234
310,60,0.025099,0.023416,0.016,0.212
310,60,0.025099,0.022039,0.015,0.191
310,60,0.021136,0.019284,0.015,0.17
310,60,0.019815,0.017906,0.015,0.15
310,60,0.019815,0.013774,0.011,0.136
310,60,0.019815,0.012397,0.009,0.128
310,60,0.019815,0.011019,0.009,0.111
310,60,0.018494,0.011019,0.007,0.099
310,60,0.014531,0.0096419,0.006,0.087
310,60,0.01321,0.0082645,0.006,0.081
310,60,0.011889,0.0068871,0.005,0.07
310,60,0.011889,0.0055096,0.005,0.065
310,60,0.011889,0.0055096,0.005,0.056
310,60,0.010568,0.0055096,0.004,0.051
310,60,0.010568,0.0055096,0.002,0.047
310,60,0.009247,0.0027548,0.002,0.043
310,60,0.007926,0.0027548,0.001,0.038
310,60,0.006605,0.0027548,0.001,0.031
310,60,0.005284,0.0027548,0.001,0.026
310,60,0.005284,0.0027548,0.001,0.022
310,60,0.003963,0.0013774,0.001,0.022
310,60,0.003963,0.0013774,0,0.019
310,60,0.003963,0.0013774,0,0.018
310,60,0.002642,0.0013774,0,0.016
310,60,0.002642,0.0013774,0,0.013
310,60,0.002642,0.0013774,0,0.011
310,60,0.001321,0.0013774,0,0.011
310,60,0.001321,0.0013774,0,0.01
310,60,0.001321,0.0013774,0,0.01
310,60,0.001321,0.0013774,0,0.009
310,60,0.001321,0,0,0.009
310,60,0.001321,0,0,0.007
310,60,0.001321,0,0,0.007
