140,230,1,1,1,1
140,230,1,0.99893,1,1
140,230,1,0.99893,1,1
140,230,1,0.99893,1,1
140,230,1,0.99893,1,1
140,230,1,0.99893,1,1
140,230,1,0.99893,1,1
140,230,1,0.99893,1,1
140,230,1,0.99787,1,1
140,230,1,0.99787,1,1
140,230,1,0.99787,1,1
140,230,1,0.99787,1,1
140,230,1,0.9968,1,1
140,230,1,0.9968,1,1
140,230,1,0.99574,1,1
140,230,1,0.99574,1,1
140,230,1,0.99467,1,1
140,230,1,0.9936,1,1
140,230,0.99893,0.9936,1,1
140,230,0.99893,0.99254,1,1
140,230,0.99785,0.99254,1,1
140,230,0.99785,0.99147,1,1
140,230,0.99785,0.99147,1,1
140,230,0.99571,0.99041,1,1
140,230,0.99571,0.98827,1,1
140,230,0.99464,0.98721,1,1
140,230,0.99249,0.98614,1,1
140,230,0.99142,0.98081,1,1
140,230,0.98927,0.98081,1,1
140,230,0.9882,0.97335,1,1
140,230,0.98283,0.96802,1,1
140,230,0.97854,0.96269,1,1
140,230,0.97532,0.95522,1,1
140,230,0.97103,0.94883,1,1
140,230,0.96781,0.94136,1,1
140,230,0.96245,0.9339,1,1
140,230,0.95386,0.92431,1,1
140,230,0.94742,0.91258,1,1
140,230,0.93455,0.90192,1,1
140,230,0.92918,0.88699,1,1
140,230,0.92382,0.87846,1,1
140,230,0.90987,0.86461,1,1
140,230,0.89378,0.85288,0.999,1
140,230,0.87017,0.83262,0.999,1
140,230,0.85408,0.81983,0.999,1
140,230,0.83584,0.80064,0.999,1
140,230,0.80687,0.78252,0.999,1
140,230,0.78863,0.758,0.999,1
140,230,0.75644,0.72175,0.997,1
140,230,0.71888,0.69296,0.996,1
140,230,0.67704,0.66525,0.985,1
140,230,0.647,0.63646,0.975,1
140,230,0.6191,0.60661,0.962,1
140,230,0.58476,0.57783,0.946,1
140,230,0.54506,0.54158,0.907,0.999
140,230,0.50858,0.50853,0.876,0.996
140,230,0.47532,0.47441,0.844,0.995
140,230,0.44099,0.43817,0.794,0.994
140,230,0.41309,0.40725,0.734,0.989
140,230,0.37768,0.3806,0.671,0.983
140,230,0.34764,0.35608,0.6,0.973
140,230,0.30579,0.32516,0.532,0.965
140,230,0.27039,0.30277,0.479,0.953
140,230,0.25215,0.26013,0.441,0.939
140,230,0.23283,0.23454,0.397,0.924
140,230,0.20923,0.20789,0.343,0.91
140,230,0.18562,0.18443,0.316,0.893
140,230,0.16416,0.17058,0.285,0.87
140,230,0.14914,0.15778,0.256,0.846
140,230,0.13305,0.13859,0.233,0.818
140,230,0.12124,0.12367,0.208,0.781
140,230,0.10408,0.11194,0.191,0.747
140,230,0.092275,0.10128,0.173,0.713
140,230,0.084764,0.089552,0.16,0.68
140,230,0.072961,0.076759,0.151,0.65
140,230,0.065451,0.073561,0.134,0.604
140,230,0.055794,0.06823,0.126,0.569
140,230,0.052575,0.060768,0.109,0.536
140,230,0.049356,0.054371,0.095,0.506
140,230,0.041845,0.050107,0.091,0.474
140,230,0.038627,0.044776,0.082,0.446
140,230,0.02897,0.041578,0.077,0.41
140,230,0.026824,0.039446,0.063,0.381
140,230,0.020386,0.035181,0.056,0.351
140,230,0.017167,0.028785,0.048,0.32
140,230,0.017167,0.025586,0.042,0.292
140,230,0.017167,0.022388,0.04,0.271
140,230,0.013948,0.020256,0.036,0.24
140,230,0.0096567,0.020256,0.028,0.217
140,230,0.0085837,0.017058,0.024,0.191
140,230,0.0075107,0.014925,0.022,0.171
140,230,0.0075107,0.011727,0.021,0.15
140,230,0.0064378,0.010661,0.02,0.132
140,230,0.0053648,0.0085288,0.015,0.123
140,230,0.0053648,0.0085288,0.015,0.106
140,230,0.0042918,0.0085288,0.014,0.098
140,230,0.0042918,0.0074627,0.013,0.092
140,230,0.0032189,0.0074627,0.011,0.082
140,230,0.0021459,0.0063966,0.009,0.069
140,230,0.0021459,0.0053305,0.005,0.062
140,230,0.0021459,0.0042644,0.003,0.052
140,230,0.0021459,0.0042644,0.002,0.048
140,230,0.0021459,0.0042644,0.002,0.044
140,230,0.0021459,0.0031983,0.002,0.038
140,230,0.0021459,0.0021322,0.002,0.034
140,230,0.0021459,0.0021322,0.002,0.031
140,230,0.0021459,0.0021322,0.002,0.028
140,230,0.0021459,0.0021322,0.002,0.026
140,230,0.0021459,0.0021322,0.001,0.022
140,230,0.001073,0.0021322,0.001,0.019
140,230,0.001073,0.0021322,0.001,0.018
140,230,0.001073,0.0021322,0.001,0.018
140,230,0.001073,0.0021322,0,0.015
140,230,0.001073,0.0021322,0,0.015
140,230,0.001073,0.0021322,0,0.014
140,230,0.001073,0.0021322,0,0.013
140,230,0.001073,0.0021322,0,0.011
140,230,0.001073,0.0010661,0,0.007
140,230,0.001073,0.0010661,0,0.007
140,230,0.001073,0.0010661,0,0.006
140,230,0.001073,0,0,0.006
