1,29.5942,5.606,29.7518,5.4904
1.25,15.5174,-2.0165,16.0438,-2.4093
1.5,10.6149,-1.6428,11.3353,-2.1926
1.75,8.5839,-1.376,9.3174,-1.9418
2,7.492,-1.2157,8.211,-1.7739
3,5.7609,-0.9447,6.4207,-1.4621
4,5.1599,-0.847,5.7874,-1.341
5,4.8551,-0.797,5.4637,-1.277
6,4.6709,-0.7667,5.2672,-1.2375
7,4.5476,-0.7463,5.1352,-1.2107
8,4.4592,-0.7317,5.0405,-1.1913
9,4.3928,-0.7207,4.9692,-1.1766
10,4.341,-0.7121,4.9136,-1.1651
